House NNP ucf 1 I-NP
speech NN lc 0 I-NP
last JJ lc 0 B-NP
Thursday NNP ucf 1 I-NP
. . punc 0 O

This DT ucf 1 B-NP
has VBZ lc 0 B-VP
increased VBN lc 0 I-VP
the DT lc 0 B-NP
risk NN lc 0 I-NP
of IN lc 0 B-PP
the DT lc 0 B-NP
government NN lc 0 I-NP
being VBG lc 0 B-VP
forced VBN lc 0 I-VP
to TO lc 0 I-VP
increase VB lc 0 I-VP
base NN lc 0 B-NP
rates NNS lc 0 I-NP
to TO lc 0 B-PP
16 CD num 0 B-NP
% NN num 0 I-NP
from IN lc 0 B-PP
their PRP$ lc 0 B-NP
current JJ lc 0 I-NP
15 CD num 0 I-NP
% NN num 0 I-NP
level NN lc 0 I-NP
to TO lc 0 B-VP
defend VB lc 0 I-VP
the DT lc 0 B-NP
pound NN lc 0 I-NP
, , punc 0 O
economists NNS lc 0 B-NP
and CC lc 0 O
foreign JJ lc 0 B-NP
exchange NN lc 0 I-NP
market NN lc 0 I-NP
analysts NNS lc 0 I-NP
say VBP lc 0 B-VP
. . punc 0 O

`` `` unknown 0 O
The DT ucf 1 B-NP
risks NNS lc 0 I-NP
for IN lc 0 B-PP
sterling NN lc 0 B-NP
of IN lc 0 B-PP
a DT lc 0 B-NP
bad JJ lc 0 I-NP
trade NN lc 0 I-NP
figure NN lc 0 I-NP
are VBP lc 0 B-VP
very RB lc 0 B-ADVP
heavily RB lc 0 I-ADVP
on IN lc 0 B-PP
the DT lc 0 B-NP
down JJ lc 0 I-NP
side NN lc 0 I-NP
, , punc 0 O
'' '' unknown 0 O
said VBD lc 0 B-VP
Chris NNP ucf 1 B-NP
Dillow NNP ucf 1 I-NP
, , punc 0 O
senior JJ lc 0 B-NP
U.K. NNP unknown 1 I-NP
economist NN lc 0 I-NP
at IN lc 0 B-PP
Nomura NNP ucf 1 B-NP
Research NNP ucf 1 I-NP
Institute NNP ucf 1 I-NP
. . punc 0 O

`` `` unknown 0 O
If IN ucf 1 B-SBAR
there EX lc 0 B-NP
is VBZ lc 0 B-VP
another DT lc 0 B-NP
bad JJ lc 0 I-NP
trade NN lc 0 I-NP
number NN lc 0 I-NP
, , punc 0 O
there EX lc 0 B-NP
could MD lc 0 B-VP
be VB lc 0 I-VP
an DT lc 0 B-NP
awful JJ lc 0 I-NP
lot NN lc 0 I-NP
of IN lc 0 B-PP
pressure NN lc 0 B-NP
, , punc 0 O
'' '' unknown 0 O
noted VBD lc 0 B-VP
Simon NNP ucf 1 B-NP
Briscoe NNP ucf 1 I-NP
, , punc 0 O
U.K. NNP unknown 1 B-NP
economist NN lc 0 I-NP
for IN lc 0 B-PP
Midland NNP ucf 1 B-NP
Montagu NNP ucf 1 I-NP
, , punc 0 O
a DT lc 0 B-NP
unit NN lc 0 I-NP
of IN lc 0 B-PP
Midland NNP ucf 1 B-NP
Bank NNP ucf 1 I-NP
PLC NNP uc 1 I-NP
. . punc 0 O

Forecasts NNS ucf 1 B-NP
for IN lc 0 B-PP
the DT lc 0 B-NP
trade NN lc 0 I-NP
figures NNS lc 0 I-NP
range VBP lc 0 B-VP
widely RB lc 0 B-ADVP
, , punc 0 O
but CC lc 0 O
few JJ lc 0 B-NP
economists NNS lc 0 I-NP
expect VBP lc 0 B-VP
the DT lc 0 B-NP
data NNS lc 0 I-NP
to TO lc 0 B-VP
show VB lc 0 I-VP
a DT lc 0 B-NP
very RB lc 0 I-NP
marked VBN lc 0 I-NP
improvement NN lc 0 I-NP
from IN lc 0 B-PP
the DT lc 0 O
# # num 0 O
2 CD num 0 O
billion CD lc 0 O
-LRB- ( uc 0 O
$ $ num 0 B-ADJP
3.2 CD num 0 O
billion CD lc 0 O
-RRB- ) uc 0 O
deficit NN lc 0 B-NP
in IN lc 0 B-PP
the DT lc 0 B-NP
current JJ lc 0 I-NP
account NN lc 0 I-NP
reported VBD lc 0 B-VP
for IN lc 0 B-PP
August NNP ucf 1 B-NP
. . punc 0 O

The DT ucf 1 B-NP
August NNP ucf 1 I-NP
deficit NN lc 0 I-NP
and CC lc 0 O
the DT lc 0 B-NP
# # num 0 I-NP
2.2 CD num 0 I-NP
billion CD lc 0 I-NP
gap NN lc 0 I-NP
registered VBN lc 0 B-VP
in IN lc 0 B-PP
July NNP ucf 1 B-NP
are VBP lc 0 B-VP
topped VBN lc 0 I-VP
only RB lc 0 B-ADVP
by IN lc 0 B-PP
the DT lc 0 B-NP
# # num 0 I-NP
2.3 CD num 0 I-NP
billion CD lc 0 I-NP
deficit NN lc 0 I-NP
of IN lc 0 B-PP
October NNP ucf 1 B-NP
1988 CD num 0 I-NP
. . punc 0 O

Sanjay NNP ucf 1 B-NP
Joshi NNP ucf 1 I-NP
, , punc 0 O
European JJ ucf 1 B-NP
economist NN lc 0 I-NP
at IN lc 0 B-PP
Baring NNP ucf 1 B-NP
Brothers NNPS ucf 1 I-NP
& CC sign 0 I-NP
Co. NNP unknown 1 I-NP
, , punc 0 O
said VBD lc 0 B-VP
there EX lc 0 B-NP
is VBZ lc 0 B-VP
no DT lc 0 B-NP
sign NN lc 0 I-NP
that IN lc 0 B-SBAR
Britain NNP ucf 1 B-NP
's POS lc 0 B-NP
manufacturing NN lc 0 I-NP
industry NN lc 0 I-NP
is VBZ lc 0 B-VP
transforming VBG lc 0 I-VP
itself PRP lc 0 B-NP
to TO lc 0 B-VP
boost VB lc 0 I-VP
exports NNS lc 0 B-NP
. . punc 0 O

At IN ucf 1 B-PP
the DT lc 0 B-NP
same JJ lc 0 I-NP
time NN lc 0 I-NP
, , punc 0 O
he PRP lc 0 B-NP
remains VBZ lc 0 B-VP
fairly RB lc 0 B-ADJP
pessimistic JJ lc 0 I-ADJP
about IN lc 0 B-PP
the DT lc 0 B-NP
outlook NN lc 0 I-NP
for IN lc 0 B-PP
imports NNS lc 0 B-NP
, , punc 0 O
given VBN lc 0 B-PP
continued VBD lc 0 B-NP
high JJ lc 0 I-NP
consumer NN lc 0 I-NP
and CC lc 0 I-NP
capital NN lc 0 I-NP
goods NNS lc 0 I-NP
inflows NNS lc 0 I-NP
. . punc 0 O

He PRP ucf 1 B-NP
reckons VBZ lc 0 B-VP
the DT lc 0 B-NP
current JJ lc 0 I-NP
account NN lc 0 I-NP
deficit NN lc 0 I-NP
will MD lc 0 B-VP
narrow VB lc 0 I-VP
to TO lc 0 B-PP
only RB lc 0 B-NP
# # num 0 I-NP
1.8 CD num 0 I-NP
billion CD lc 0 I-NP
in IN lc 0 B-PP
September NNP ucf 1 B-NP
. . punc 0 O

However RB ucf 1 B-ADVP
, , punc 0 O
Mr. NNP unknown 1 B-NP
Dillow NNP ucf 1 I-NP
said VBD lc 0 B-VP
he PRP lc 0 B-NP
believes VBZ lc 0 B-VP
that IN lc 0 B-SBAR
a DT lc 0 B-NP
reduction NN lc 0 I-NP
in IN lc 0 B-PP
raw JJ lc 0 B-NP
material NN lc 0 I-NP
stockbuilding VBG lc 0 I-NP
by IN lc 0 B-PP
industry NN lc 0 B-NP
could MD lc 0 B-VP
lead VB lc 0 I-VP
to TO lc 0 B-PP
a DT lc 0 B-NP
sharp JJ lc 0 I-NP
drop NN lc 0 I-NP
in IN lc 0 B-PP
imports NNS lc 0 B-NP
. . punc 0 O

Combined VBN ucf 1 B-PP
with IN lc 0 B-PP
at IN lc 0 B-ADVP
least JJS lc 0 I-ADVP
some DT lc 0 B-NP
rebound NN lc 0 I-NP
in IN lc 0 B-PP
exports NNS lc 0 B-NP
after IN lc 0 B-PP
August NNP ucf 1 B-NP
's POS lc 0 B-NP
unexpected JJ lc 0 I-NP
decline NN lc 0 I-NP
, , punc 0 O
the DT lc 0 B-NP
deficit NN lc 0 I-NP
could MD lc 0 B-VP
narrow VB lc 0 I-VP
to TO lc 0 B-PP
as RB lc 0 B-NP
little JJ lc 0 I-NP
as IN lc 0 I-NP
# # num 0 I-NP
1.3 CD num 0 I-NP
billion CD lc 0 I-NP
. . punc 0 O

Mr. NNP unknown 1 B-NP
Briscoe NNP ucf 1 I-NP
, , punc 0 O
who WP lc 0 B-NP
also RB lc 0 B-ADVP
forecasts VBZ lc 0 B-VP
a DT lc 0 B-NP
# # num 0 I-NP
1.3 CD num 0 I-NP
billion CD lc 0 I-NP
current JJ lc 0 I-NP
account NN lc 0 I-NP
gap NN lc 0 I-NP
, , punc 0 O
warns VBZ lc 0 B-VP
that IN lc 0 B-SBAR
even RB lc 0 B-SBAR
if IN lc 0 I-SBAR
the DT lc 0 B-NP
trade NN lc 0 I-NP
figures NNS lc 0 I-NP
are VBP lc 0 B-VP
bullish JJ lc 0 B-ADJP
for IN lc 0 B-PP
sterling NN lc 0 B-NP
, , punc 0 O
the DT lc 0 B-NP
currency NN lc 0 I-NP
wo MD lc 0 B-VP
n't RB lc 0 I-VP
advance VB lc 0 I-VP
much JJ lc 0 B-NP
because IN lc 0 B-SBAR
investors NNS lc 0 B-NP
will MD lc 0 B-VP
want VB lc 0 I-VP
to TO lc 0 I-VP
see VB lc 0 I-VP
further JJ lc 0 B-NP
evidence NN lc 0 I-NP
of IN lc 0 B-PP
the DT lc 0 B-NP
turnaround NN lc 0 I-NP
before IN lc 0 B-PP
adjusting VBG lc 0 B-VP
positions NNS lc 0 B-NP
. . punc 0 O

Nevertheless RB ucf 1 B-ADVP
, , punc 0 O
he PRP lc 0 B-NP
noted VBD lc 0 B-VP
, , punc 0 O
`` `` unknown 0 O
No DT ucf 1 B-NP
one PRP lc 0 I-NP
will MD lc 0 B-VP
want VB lc 0 I-VP
to TO lc 0 I-VP
go VB lc 0 I-VP
into IN lc 0 B-PP
the DT lc 0 B-NP
trade NN lc 0 I-NP
figures NNS lc 0 I-NP
without IN lc 0 B-PP
a DT lc 0 B-NP
flat JJ lc 0 I-NP
position NN lc 0 I-NP
'' '' unknown 0 O
in IN lc 0 B-PP
the DT lc 0 B-NP
pound NN lc 0 I-NP
. . punc 0 O

Meanwhile RB ucf 1 B-ADVP
, , punc 0 O
overall JJ lc 0 B-NP
evidence NN lc 0 I-NP
on IN lc 0 B-PP
the DT lc 0 B-NP
economy NN lc 0 I-NP
remains VBZ lc 0 B-VP
fairly RB lc 0 B-ADJP
clouded VBN lc 0 I-ADJP
. . punc 0 O

In IN ucf 1 B-PP
his PRP$ lc 0 B-NP
Mansion NNP ucf 1 I-NP
House NNP ucf 1 I-NP
speech NN lc 0 I-NP
, , punc 0 O
Mr. NNP unknown 1 B-NP
Lawson NNP ucf 1 I-NP
warned VBD lc 0 B-VP
that IN lc 0 B-SBAR
a DT lc 0 B-NP
further JJ lc 0 I-NP
slowdown NN lc 0 I-NP
can MD lc 0 B-VP
be VB lc 0 I-VP
expected VBN lc 0 I-VP
as IN lc 0 B-SBAR
the DT lc 0 B-NP
impact NN lc 0 I-NP
of IN lc 0 B-PP
the DT lc 0 B-NP
last JJ lc 0 I-NP
rise NN lc 0 I-NP
in IN lc 0 B-PP
interest NN lc 0 B-NP
rates NNS lc 0 I-NP
earlier RBR lc 0 B-NP
this DT lc 0 I-NP
month NN lc 0 I-NP
takes VBZ lc 0 B-VP
effect NN lc 0 B-NP
. . punc 0 O

U.K. JJ unknown 1 B-NP
base NN lc 0 I-NP
rates NNS lc 0 I-NP
are VBP lc 0 B-VP
at IN lc 0 B-PP
their PRP$ lc 0 B-NP
highest JJS lc 0 I-NP
level NN lc 0 I-NP
in IN lc 0 B-PP
eight CD lc 0 B-NP
years NNS lc 0 I-NP
. . punc 0 O

But CC ucf 1 O
consumer NN lc 0 B-NP
expenditure NN lc 0 I-NP
data NNS lc 0 I-NP
released VBD lc 0 B-VP
Friday NNP ucf 1 B-NP
do VBP lc 0 B-VP
n't RB lc 0 I-VP
suggest VB lc 0 I-VP
that IN lc 0 B-SBAR
the DT lc 0 B-NP
U.K. NNP unknown 1 I-NP
economy NN lc 0 I-NP
is VBZ lc 0 B-VP
slowing VBG lc 0 I-VP
that DT lc 0 B-ADVP
quickly RB lc 0 I-ADVP
. . punc 0 O

The DT ucf 1 B-NP
figures NNS lc 0 I-NP
show VBP lc 0 B-VP
that DT lc 0 O
spending NN lc 0 B-NP
rose VBD lc 0 B-VP
0.1 CD num 0 B-NP
% NN num 0 I-NP
in IN lc 0 B-PP
the DT lc 0 B-NP
third JJ lc 0 I-NP
quarter NN lc 0 I-NP
from IN lc 0 B-PP
the DT lc 0 B-NP
second JJ lc 0 I-NP
quarter NN lc 0 I-NP
and CC lc 0 O
was VBD lc 0 B-VP
up IN lc 0 B-ADVP
3.8 CD num 0 B-NP
% NN num 0 I-NP
from IN lc 0 B-PP
a DT lc 0 B-NP
year NN lc 0 I-NP
ago RB lc 0 B-ADVP
. . punc 0 O

This DT ucf 1 B-NP
compares VBZ lc 0 B-VP
with IN lc 0 B-PP
a DT lc 0 B-NP
1.6 CD num 0 I-NP
% NN num 0 I-NP
rise NN lc 0 I-NP
in IN lc 0 B-PP
the DT lc 0 B-NP
second NN lc 0 I-NP
from IN lc 0 B-PP
the DT lc 0 B-NP
first JJ lc 0 I-NP
quarter NN lc 0 I-NP
and CC lc 0 O
a DT lc 0 B-NP
5.4 CD num 0 I-NP
% NN num 0 I-NP
increase NN lc 0 I-NP
from IN lc 0 B-PP
the DT lc 0 B-NP
second JJ lc 0 I-NP
quarter NN lc 0 I-NP
of IN lc 0 B-PP
1988 CD num 0 B-NP
. . punc 0 O

Mr. NNP unknown 1 B-NP
Dillow NNP ucf 1 I-NP
said VBD lc 0 B-VP
the DT lc 0 B-NP
data NNS lc 0 I-NP
show VBP lc 0 B-VP
the DT lc 0 B-NP
economy NN lc 0 I-NP
`` `` unknown 0 O
is VBZ lc 0 B-VP
still RB lc 0 B-ADVP
quite RB lc 0 B-ADJP
strong JJ lc 0 I-ADJP
, , punc 0 O
'' '' unknown 0 O
but CC lc 0 O
suggestions NNS lc 0 B-NP
that IN lc 0 B-SBAR
much NN lc 0 B-NP
of IN lc 0 B-PP
the DT lc 0 B-NP
spending NN lc 0 I-NP
went VBD lc 0 B-VP
on IN lc 0 B-PP
services NNS lc 0 B-NP
rather RB lc 0 B-PP
than IN lc 0 I-PP
consumer NN lc 0 B-NP
goods NNS lc 0 I-NP
should MD lc 0 B-VP
reduce VB lc 0 I-VP
fears NNS lc 0 B-NP
of IN lc 0 B-PP
more JJR lc 0 B-NP
import NN lc 0 I-NP
rises NNS lc 0 I-NP
. . punc 0 O

Certainly RB ucf 1 B-ADVP
, , punc 0 O
the DT lc 0 B-NP
chancellor NN lc 0 I-NP
has VBZ lc 0 B-VP
made VBN lc 0 I-VP
it PRP lc 0 B-NP
clear JJ lc 0 B-ADJP
that IN lc 0 B-SBAR
he PRP lc 0 B-NP
is VBZ lc 0 B-VP
prepared VBN lc 0 I-VP
to TO lc 0 I-VP
increase VB lc 0 I-VP
interest NN lc 0 B-NP
rates NNS lc 0 I-NP
again RB lc 0 B-ADVP
if IN lc 0 B-SBAR
necessary JJ lc 0 B-ADJP
to TO lc 0 B-VP
both DT lc 0 I-VP
ensure VB lc 0 I-VP
that IN lc 0 B-SBAR
a DT lc 0 B-NP
substantial JJ lc 0 I-NP
slowdown NN lc 0 I-NP
does VBZ lc 0 B-VP
take VB lc 0 I-VP
place NN lc 0 B-NP
and CC lc 0 O
that DT lc 0 O
sterling NN lc 0 B-NP
does VBZ lc 0 B-VP
n't RB lc 0 I-VP
decline VB lc 0 I-VP
further JJ lc 0 B-ADVP
. . punc 0 O

Thursday NNP ucf 1 B-NP
, , punc 0 O
he PRP lc 0 B-NP
reminded VBD lc 0 B-VP
his PRP$ lc 0 B-NP
audience NN lc 0 I-NP
that IN lc 0 B-SBAR
the DT lc 0 B-NP
government NN lc 0 I-NP
`` `` unknown 0 O
can MD lc 0 B-VP
not RB lc 0 I-VP
allow VB lc 0 I-VP
the DT lc 0 B-NP
necessary JJ lc 0 I-NP
rigor NN lc 0 I-NP
of IN lc 0 B-PP
monetary JJ lc 0 B-NP
policy NN lc 0 I-NP
to TO lc 0 B-VP
be VB lc 0 I-VP
undermined VBN lc 0 I-VP
by IN lc 0 B-PP
exchange NN lc 0 B-NP
rate NN lc 0 I-NP
weakness NN lc 0 I-NP
. . punc 0 O
'' '' unknown 0 O

Analysts NNS ucf 1 B-NP
agree VBP lc 0 B-VP
there EX lc 0 B-NP
is VBZ lc 0 B-VP
little JJ lc 0 B-NP
holding NN lc 0 B-VP
sterling NN lc 0 B-NP
firm NN lc 0 B-ADJP
at IN lc 0 B-PP
the DT lc 0 B-NP
moment NN lc 0 I-NP
other JJ lc 0 B-ADJP
than IN lc 0 B-PP
Mr. NNP unknown 1 B-NP
Lawson NNP ucf 1 I-NP
's POS lc 0 B-NP
promise NN lc 0 I-NP
that IN lc 0 B-SBAR
rates NNS lc 0 B-NP
will MD lc 0 B-VP
be VB lc 0 I-VP
pushed VBN lc 0 I-VP
higher JJR lc 0 B-ADJP
if IN lc 0 B-SBAR
necessary JJ lc 0 B-ADJP
. . punc 0 O

And CC ucf 1 O
, , punc 0 O
they PRP lc 0 B-NP
warn VBP lc 0 B-VP
, , punc 0 O
any DT lc 0 B-NP
further JJ lc 0 I-NP
drop NN lc 0 I-NP
in IN lc 0 B-PP
the DT lc 0 B-NP
government NN lc 0 I-NP
's POS lc 0 B-NP
popularity NN lc 0 I-NP
could MD lc 0 B-VP
swiftly RB lc 0 I-VP
make VB lc 0 I-VP
this DT lc 0 B-NP
promise NN lc 0 I-NP
sound NN lc 0 B-VP
hollow JJ lc 0 B-ADJP
. . punc 0 O

Sterling NNP ucf 1 B-NP
was VBD lc 0 B-VP
already RB lc 0 I-VP
showing VBG lc 0 I-VP
some DT lc 0 B-NP
signs NNS lc 0 I-NP
of IN lc 0 B-PP
a DT lc 0 B-NP
lack NN lc 0 I-NP
of IN lc 0 B-PP
confidence NN lc 0 B-NP
in IN lc 0 B-PP
Mr. NNP unknown 1 B-NP
Lawson NNP ucf 1 I-NP
's POS lc 0 B-NP
promise NN lc 0 I-NP
Friday NNP ucf 1 B-NP
. . punc 0 O

In IN ucf 1 B-PP
European JJ ucf 1 B-NP
trading NN lc 0 I-NP
it PRP lc 0 B-NP
declined VBD lc 0 B-VP
to TO lc 0 B-PP
$ $ num 0 B-NP
1.5890 CD num 0 I-NP
and CC lc 0 O
2.9495 CD num 0 B-NP
marks NNS lc 0 I-NP
from IN lc 0 B-PP
$ $ num 0 B-NP
1.5940 CD num 0 I-NP
and CC lc 0 O
2.9429 CD num 0 B-NP
marks NNS lc 0 I-NP
late JJ lc 0 B-NP
Thursday NNP ucf 1 I-NP
. . punc 0 O

Economists NNS ucf 1 B-NP
suggested VBD lc 0 B-VP
that IN lc 0 B-SBAR
if IN lc 0 B-SBAR
the DT lc 0 B-NP
pound NN lc 0 I-NP
falls VBZ lc 0 B-VP
much JJ lc 0 B-NP
below IN lc 0 B-PP
2.90 CD num 0 B-NP
marks NNS lc 0 I-NP
, , punc 0 O
the DT lc 0 B-NP
government NN lc 0 I-NP
will MD lc 0 B-VP
be VB lc 0 I-VP
forced VBN lc 0 I-VP
to TO lc 0 I-VP
increase VB lc 0 I-VP
rates NNS lc 0 B-NP
to TO lc 0 B-PP
16 CD num 0 B-NP
% NN num 0 I-NP
, , punc 0 O
both DT lc 0 B-VP
to TO lc 0 I-VP
halt VB lc 0 B-VP
any DT lc 0 B-NP
further JJ lc 0 I-NP
decline NN lc 0 I-NP
and CC lc 0 O
ensure VB lc 0 B-VP
that IN lc 0 B-SBAR
the DT lc 0 B-NP
balance NN lc 0 I-NP
of IN lc 0 B-PP
monetary JJ lc 0 B-NP
policy NN lc 0 I-NP
remains VBZ lc 0 B-VP
unchanged JJ lc 0 B-ADJP
. . punc 0 O

Friday NNP ucf 1 B-NP
's POS lc 0 B-NP
Market NNP ucf 1 I-NP
Activity NN ucf 1 I-NP

The DT ucf 1 B-NP
dollar NN lc 0 I-NP
posted VBD lc 0 B-VP
gains NNS lc 0 B-NP
in IN lc 0 B-PP
quiet JJ lc 0 B-NP
trading NN lc 0 I-NP
as IN lc 0 B-SBAR
concerns NNS lc 0 B-NP
about IN lc 0 B-PP
equities NNS lc 0 B-NP
abated VBN lc 0 B-VP
. . punc 0 O

Foreign JJ ucf 1 B-NP
exchange NN lc 0 I-NP
dealers NNS lc 0 I-NP
said VBD lc 0 B-VP
that IN lc 0 B-SBAR
the DT lc 0 B-NP
currency NN lc 0 I-NP
market NN lc 0 I-NP
has VBZ lc 0 B-VP
begun VBN lc 0 I-VP
to TO lc 0 I-VP
distance VB lc 0 I-VP
itself PRP lc 0 B-NP
from IN lc 0 B-PP
the DT lc 0 B-NP
volatile JJ lc 0 I-NP
stock NN lc 0 I-NP
exchange NN lc 0 I-NP
, , punc 0 O
which WDT lc 0 B-NP
has VBZ lc 0 B-VP
preoccupied VBN lc 0 I-VP
the DT lc 0 B-NP
market NN lc 0 I-NP
since IN lc 0 B-PP
Oct. NNP unknown 1 B-NP
13 CD num 0 I-NP
, , punc 0 O
when WRB lc 0 B-ADVP
the DT lc 0 B-NP
Dow NNP ucf 1 I-NP
Jones NNP ucf 1 I-NP
Industrial NNP ucf 1 I-NP
Average NNP ucf 1 I-NP
plunged VBD lc 0 B-VP
more JJR lc 0 B-NP
than IN lc 0 I-NP
190 CD num 0 I-NP
points NNS lc 0 I-NP
. . punc 0 O

Currency NN ucf 1 B-NP
analysts NNS lc 0 I-NP
predict VBP lc 0 B-VP
that IN lc 0 B-SBAR
in IN lc 0 B-PP
the DT lc 0 B-NP
coming VBG lc 0 I-NP
week NN lc 0 I-NP
the DT lc 0 B-NP
foreign JJ lc 0 I-NP
exchange NN lc 0 I-NP
market NN lc 0 I-NP
will MD lc 0 B-VP
shift VB lc 0 I-VP
its PRP$ lc 0 B-NP
focus NN lc 0 I-NP
back RB lc 0 B-ADVP
to TO lc 0 B-PP
economic JJ lc 0 B-NP
fundamentals NNS lc 0 I-NP
, , punc 0 O
keeping VBG lc 0 B-VP
a DT lc 0 B-NP
close NN lc 0 I-NP
eye NN lc 0 I-NP
out IN lc 0 B-ADVP
for IN lc 0 B-PP
any DT lc 0 B-NP
signs NNS lc 0 I-NP
of IN lc 0 B-PP
monetary JJ lc 0 B-NP
easing NN lc 0 I-NP
by IN lc 0 B-PP
U.S. NNP unknown 1 B-NP
Federal NNP ucf 1 I-NP
Reserve NNP ucf 1 I-NP
. . punc 0 O

Late RB ucf 1 B-ADVP
in IN lc 0 B-PP
the DT lc 0 B-NP
New NNP ucf 1 I-NP
York NNP ucf 1 I-NP
trading NN lc 0 I-NP
day NN lc 0 I-NP
, , punc 0 O
the DT lc 0 B-NP
dollar NN lc 0 I-NP
was VBD lc 0 B-VP
quoted VBN lc 0 I-VP
at IN lc 0 B-PP
1.8578 CD num 0 B-NP
marks NNS lc 0 I-NP
, , punc 0 O
up IN lc 0 B-ADVP
from IN lc 0 B-PP
1.8470 CD num 0 B-NP
marks NNS lc 0 I-NP
late JJ lc 0 B-NP
Thursday NNP ucf 1 I-NP
in IN lc 0 B-PP
New NNP ucf 1 B-NP
York NNP ucf 1 I-NP
. . punc 0 O

The DT ucf 1 B-NP
U.S. NNP unknown 1 I-NP
currency NN lc 0 I-NP
was VBD lc 0 B-VP
also RB lc 0 I-VP
changing VBG lc 0 I-VP
hands NNS lc 0 B-NP
at IN lc 0 B-PP
142.43 CD num 0 B-NP
yen NN lc 0 I-NP
, , punc 0 O
up IN lc 0 B-ADVP
from IN lc 0 B-PP
141.70 CD num 0 B-NP
yen NN lc 0 I-NP
in IN lc 0 B-PP
New NNP ucf 1 B-NP
York NNP ucf 1 I-NP
late JJ lc 0 B-NP
Thursday NNP ucf 1 I-NP
. . punc 0 O

In IN ucf 1 B-PP
Tokyo NNP ucf 1 B-NP
on IN lc 0 B-PP
Monday NNP ucf 1 B-NP
, , punc 0 O
the DT lc 0 B-NP
U.S. NNP unknown 1 I-NP
currency NN lc 0 I-NP
opened VBD lc 0 B-VP
for IN lc 0 B-PP
trading NN lc 0 B-NP
at IN lc 0 B-PP
141.95 CD num 0 B-NP
yen NN lc 0 I-NP
, , punc 0 O
up IN lc 0 B-ADVP
from IN lc 0 B-PP
Friday NNP ucf 1 B-NP
's POS lc 0 B-NP
Tokyo NNP ucf 1 I-NP
close NN lc 0 I-NP
of IN lc 0 B-PP
141.35 CD num 0 B-NP
yen NN lc 0 I-NP
. . punc 0 O

On IN ucf 1 B-PP
the DT lc 0 B-NP
Commodity NNP ucf 1 I-NP
Exchange NNP ucf 1 I-NP
in IN lc 0 B-PP
New NNP ucf 1 B-NP
York NNP ucf 1 I-NP
, , punc 0 O
gold NN lc 0 B-NP
for IN lc 0 B-PP
current JJ lc 0 B-NP
delivery NN lc 0 I-NP
settled VBD lc 0 B-VP
at IN lc 0 B-PP
$ $ num 0 B-NP
367.30 CD num 0 I-NP
an DT lc 0 B-NP
ounce NN lc 0 I-NP
, , punc 0 O
up IN lc 0 B-ADVP
20 CD num 0 B-NP
cents NNS lc 0 I-NP
. . punc 0 O

Estimated VBN ucf 1 B-NP
volume NN lc 0 I-NP
was VBD lc 0 B-VP
a DT lc 0 B-NP
light NN lc 0 I-NP
2.4 CD num 0 I-NP
million CD lc 0 I-NP
ounces NNS lc 0 I-NP
. . punc 0 O
